t,x,y,z,qw,qx,qy,qz
44,0.8506481536006687,0.22570354281201013,0.9248771003103353,-0.5138228655139395,-0.48210057125144684,-0.45186554940658474,0.5471586856968991
45,0.8467625078998684,0.2269746610323808,0.922951142767775,-0.512851170758234,-0.4835651588720057,-0.45565242852923915,0.5436260462417222
46,0.8428746240712147,0.22821732721624466,0.9210282662527085,-0.5118641370329555,-0.48501528344425443,-0.4594256794510906,0.5400771473649859
47,0.8389846407731943,0.22943150198313583,0.9191081918288893,-0.5108617938594956,-0.48645090159612353,-0.4631851893172127,0.5365120952114263
48,0.8350926969154661,0.23061714936118533,0.9171906402248401,-0.5098441712171391,-0.48787197038941854,-0.4669308456836634,0.5329309964089102
49,0.8311989316422418,0.23177423679142423,0.9152753318672637,-0.5088112995421681,-0.4892784473211052,-0.4706625365208472,0.5293339580652471
50,0.8273034843156405,0.23290273513167933,0.9133619869144904,-0.5077632097269505,-0.49067029032458004,-0.47438015021686686,0.5257210877649857
51,0.8234064944990147,0.23400261866005928,0.9114503252899565,-0.5066999331190174,-0.4920474577709286,-0.4780835755808615,0.5220924935661961
52,0.8195081019402546,0.2350738650780319,0.9095400667157116,-0.5056215015201236,-0.49340990847017074,-0.48177270184633103,0.518448283997237
53,0.8156084465550684,0.23611645551309207,0.9076309307459506,-0.5045279471852988,-0.4947576016724924,-0.48544741867445074,0.5147885680535108
54,0.8117076684102439,0.23713037452101943,0.9057226368005642,-0.5034193028218811,-0.4960904970694646,-0.4891076161573708,0.5111134551942034
55,0.807805907706891,0.23811561008772583,0.9038149041987067,-0.502295601588539,-0.49740855479524876,-0.4927531848215026,0.5074230553390096
56,0.8039033047636692,0.23907215363069328,0.9019074521923759,-0.5011568770942811,-0.49871173542778935,-0.4963840156307948,0.5037174788648465
57,0.8,0.24,0.9,0.5000031633974484,0.49999999998999284,0.49999999998999284,-0.4999968366025516
