-2.9670596,-1.9769194,2.2466207,1.4882766,2.1384127,-1.5752085,-1.3287601
0.7872234,1.9413335,2.3518867,1.5444194,1.4414383,1.4742105,2.9593334
0.58874315,1.6934457,-0.670677,-1.5702965,1.9423946,-0.8742616,-0.09482538
-0.73158216,2.0943952,-1.1533014,1.6150578,-1.2643692,1.6218059,1.4834877
2.9670596,-2.0943952,-2.9670596,2.0943952,-2.9670596,2.0943952,3.0543263
-0.6239282,1.4969487,-2.4564357,1.6816603,0.72236246,1.9484975,2.7963195
-2.7077687,-1.7585137,-0.79638004,1.6915731,1.9634094,0.99581164,2.9824872
-2.2870243,-2.0943952,-2.004623,1.7261127,1.2120086,-0.7727005,-1.6031199
0.362246,1.6048898,-0.49347284,-1.7393981,-1.1892912,0.9361507,2.9259682
-2.1107526,-2.0943952,2.2323766,-1.7578782,-0.28602892,0.30910724,2.3703141
2.4952366,-1.4032893,0.71163046,1.7908834,-2.727288,-1.797482,-0.3874221
-1.0288156,-0.25483656,-2.1834369,1.8804204,1.3641242,1.0499568,-2.872286
0.90132457,2.0943952,1.7409741,1.8527943,0.6773533,-0.2844623,-1.3798354
1.1176533,1.8251384,2.000088,1.90786,-0.2919916,-0.21845888,-0.5840108
-1.2641927,2.0943952,-1.9521273,1.8900273,-0.42514554,1.9709188,2.0438218
-0.7794014,1.4584119,-2.480555,1.9369442,0.6603398,1.8279747,2.9949265
-2.9670596,-2.0280995,2.9670596,1.8946612,1.8654032,-0.9896302,-1.7661762
-2.0379422,-2.0943952,2.3039997,-1.9512256,0.17759897,0.21376275,2.2128031
0.8991241,1.9448255,-0.9370009,-1.9804342,1.7012602,-0.3682932,0.64546347
0.50951505,1.4908174,-0.72904843,-2.0241175,1.2170982,-0.91784763,0.46522474
-1.6357327,-2.0943952,-1.3696094,2.0587776,-1.6357502,0.44600278,1.0578607
1.6369675,-1.9650801,-2.1720102,-2.065095,-0.44158396,-1.9847102,-1.1618607
0.8280497,2.0413527,-1.2131102,-2.077055,0.9656313,0.01679166,1.5554591
-1.501575,2.0943952,1.7514782,-2.0897477,-1.0590475,-1.4457767,-1.7906425
0.7232001,2.0943952,1.4071844,2.0885923,1.8567064,-0.36941174,-2.3172421
2.2387416,-1.1295202,0.9180598,2.0943952,-2.7497618,-1.8143954,-0.50465155
1.034437,2.0943952,1.837009,2.0943952,-0.9513437,0.2181056,0.22452363
-2.516249,-1.013901,-0.861558,2.0943952,-2.2796514,-0.84748536,0.8414872
-1.394829,1.9690295,1.4788605,-2.0943952,-0.7904551,-1.6146339,-1.5815151
-2.9670596,-1.7523628,-0.44755185,-2.0943952,-2.4916928,1.4683713,3.0543263
-2.9670596,-1.4612504,-1.0401098,-2.0943952,0.31066424,-1.6503344,-0.2216174
0.76220196,1.5270197,2.2066646,2.0943952,0.96600103,0.617046,-1.904653
1.5557624,-1.814013,1.3444906,2.0943952,-0.29334697,1.84211,1.8919481
-1.3430065,-0.027577037,1.0272981,-2.0943952,-2.858718,1.0577458,-2.8558226
0.66836125,2.0943952,1.6430582,2.0943952,0.99278134,0.26190075,-1.3685403
2.3813071,-0.7380609,2.9670596,-2.0943952,0.202153,-1.3273684,0.3117867
-1.7707971,-1.4751937,-1.231652,2.0943952,0.66175807,0.58651525,-1.2472047
-0.43233362,2.0943952,0.029829482,2.0943952,2.2590325,-0.90139806,-2.1827662
0.48779175,1.8856449,1.8277892,2.0943952,0.22031493,0.5197112,-1.1867894
-2.1709018,-2.0943952,1.9946091,-2.0943952,-1.274782,-0.11877654,-2.7944071
-1.6455588,1.681971,1.122195,-2.0943952,2.9670596,1.51209,2.0526528
-2.3735163,-0.9690361,-1.0750068,2.0943952,0.5300648,1.0275899,-1.9989126
-2.9670596,-0.96880317,2.7339768,2.0943952,-0.52819294,0.76251274,0.556137
1.602229,-1.3395689,-1.9078737,-2.0943952,2.9670596,1.7083795,2.6181266
2.9670596,-0.7237233,-0.99918455,2.0943952,0.83256453,0.8961285,3.0543263
0.48462072,2.0877838,1.4761612,2.0943952,-0.123537414,0.7883221,-0.5687935
-1.6764973,1.1124827,0.84210235,-2.0943952,-0.12912378,-1.3704365,-0.5692028
-2.2370336,-1.2013103,-1.8786302,2.0943952,0.4451362,0.6703163,-0.9375251
1.0518289,-2.0136662,1.9483497,2.0943952,-0.24641177,0.7479542,1.2385589
2.9670596,-1.3701065,-1.2904704,2.0943952,0.07342965,1.1527889,-1.2088292
-1.4439424,0.7222235,0.42520717,-2.0943952,0.057718925,-1.0880581,0.09367788
1.4913833,-0.9062508,-2.1316507,-2.0943952,-0.30510938,-1.1027015,-0.17828727
0.92392737,-1.8589882,-1.4109029,-2.0943952,0.48520103,-1.0338442,-1.8006688
2.0041533,-0.67631066,-2.6547787,-2.0943952,-0.24346256,-1.1538843,-0.089668825
1.5712346,-1.2073084,1.4295301,2.0943952,0.36093423,0.85668325,1.9324471
0.27363658,1.3507646,-1.5142919,-2.0943952,-0.111985505,-1.1694472,1.6960392
1.5376323,-2.0943952,-0.7393855,-2.0943952,0.015218173,-1.2716128,-2.472012
-2.9670596,0.05437518,-0.72954917,2.0943952,-0.002537439,0.92787397,-2.9529226
2.0755243,-2.0943952,-0.01651806,-2.0943952,0.14993007,-1.564841,-3.0543263
2.9670596,-0.831097,-1.3234422,2.0943952,-0.16600527,1.1540433,-1.7011148
2.9670596,-1.4951295,1.5030972,-2.0943952,-0.2517875,-1.5228863,1.8172774
1.124804,-1.2401646,-1.4482741,-2.0943952,0.2859267,-0.90963,-1.2113787
2.9670596,-2.0943952,0.9668249,-2.0943952,0.49604475,-1.0884539,2.4347332
1.2522897,-0.94761753,1.4374028,2.0943952,-2.6468847,-0.6688877,-0.85822606
1.7761968,-0.85161054,-2.1494374,-2.0943952,1.7840245,0.20193799,-2.1815636
1.1395302,-0.74361897,1.304295,2.0943952,1.0067794,0.14407755,1.8525835
